datetime,open,high,low,close,volume,trades,taker_buy,taker_sell,RSI,ATR
2020-06-19,231.26,232.0,226.02,228.97,875231.698,269891,433401.873,441829.82499999995,40.078236130867715,10.184999999999997
2020-06-20,228.98,230.8,225.07,228.85,690552.179,214484,334275.181,356276.998,37.876561351947075,10.095714285714283
2020-06-21,228.84,231.4,227.06,228.08,480312.941,185644,235580.859,244732.082,34.23954372623575,9.622142857142853
2020-06-22,228.07,247.0,227.5,243.14,1580083.705,417611,840978.763,739104.942,47.32754682503424,10.514285714285709
2020-06-23,243.13,244.9,240.7,243.12,880274.162,254457,421826.829,458447.333,49.31767692795938,9.899999999999997
2020-06-24,243.13,249.41,231.0,234.54,1872960.153,482217,880381.75,992578.4029999999,40.08576075706047,10.500714285714283
2020-06-25,234.54,235.5,227.53,232.5,1051198.67,400908,510650.708,540547.9619999999,51.93486590038315,9.283571428571426
2020-06-26,232.5,233.65,227.67,229.66,1096114.911,413927,524199.635,571915.2760000001,41.885143570536805,8.919285714285715
2020-06-27,229.65,231.4,213.59,220.94,1316665.336,377007,624816.848,691848.4879999999,34.635277331906536,9.885714285714286
2020-06-28,220.95,227.9,217.81,224.96,967586.374,317233,502465.172,465121.20199999993,43.53640416047549,9.985714285714286
2020-06-29,224.93,230.13,221.11,227.95,1101723.749,353417,560731.204,540992.545,47.39107046799352,9.514285714285716
2020-06-30,227.95,228.73,223.0,225.56,843327.995,282693,402687.751,440640.244,41.02230483271374,9.405714285714286
2020-07-01,225.56,232.78,224.01,231.03,980442.364,304623,522030.769,458411.595,47.647058823529406,9.315714285714288
2020-07-02,231.02,231.99,222.76,226.54,1305858.588,413390,620572.471,685286.117,46.05351170568562,9.482857142857146
2020-07-03,226.54,228.17,224.11,224.83,579175.291,249631,274446.475,304728.816,46.50455927051672,9.345714285714289
2020-07-04,224.82,230.77,224.31,229.2,534507.407,221319,288190.484,246316.923,50.27572081298251,9.397857142857145
2020-07-05,229.21,229.88,223.26,227.61,681239.534,235460,329375.424,351864.11,49.63446881319023,9.560714285714287
2020-07-06,227.61,242.32,226.89,241.63,1361794.882,380449,726080.676,635714.206,48.80632411067194,9.270000000000001
2020-07-07,241.66,243.9,234.44,239.45,1024076.026,343892,493464.069,530611.9569999999,47.19461855985322,9.645714285714288
2020-07-08,239.45,249.0,237.75,247.14,1430997.143,444962,732759.309,698237.8339999999,59.7644141351519,9.134285714285715
2020-07-09,247.1,247.94,238.04,242.01,1407925.425,394925,669095.468,738829.957,57.03298328649608,9.272142857142859
2020-07-10,242.0,242.25,235.73,241.37,789372.278,271580,384581.742,404790.536,58.951230698669946,9.310714285714287
2020-07-11,241.38,241.79,237.61,239.25,478752.331,212158,230319.713,248432.61800000002,65.5670804284986,8.337142857142856
