datetime,open,high,low,close,volume,trades,taker_buy,taker_sell,RSI,ATR
2020-06-07,9664.01,9823.13,9373.0,9743.92,253986.313,695541,128587.599,125398.71399999999,63.88287588167118,457.29285714285703
2020-06-08,9743.92,9816.0,9631.0,9778.87,162086.419,474606,81571.025,80515.394,62.37189939094431,445.24857142857127
2020-06-09,9778.87,9890.0,9550.03,9771.66,204422.819,553812,100901.543,103521.27599999998,63.28299323208465,446.7721428571427
2020-06-10,9771.66,10015.99,9681.21,9884.99,193628.149,551989,95878.768,97749.38100000001,60.51119949375293,440.75642857142844
2020-06-11,9884.99,9970.1,9055.07,9278.03,404046.613,1027558,185222.513,218824.1,45.8417716825165,469.6385714285713
2020-06-12,9277.72,9550.0,9238.0,9458.91,211611.34,641434,109919.41,101691.93,50.51774750873743,471.88285714285706
2020-06-13,9458.77,9497.85,9340.0,9468.54,113449.075,348090,57601.88,55847.195,46.5439250853107,452.6585714285714
2020-06-14,9468.55,9477.0,9240.97,9339.61,143978.523,422272,72124.508,71854.01499999998,48.30800032946633,446.21500000000003
2020-06-15,9339.7,9490.83,8888.43,9422.01,413865.727,1088825,212684.242,201181.48500000002,33.47982241935287,412.35785714285714
2020-06-16,9422.01,9595.0,9370.0,9519.12,225713.247,641488,117909.667,107803.58,50.11514324693046,357.1328571428572
2020-06-17,9519.13,9569.0,9231.03,9458.45,227477.39,623537,113576.493,113900.89700000001,44.12031092359903,358.9578571428571
2020-06-18,9458.45,9483.85,9272.41,9381.59,158349.247,477815,80186.369,78162.878,38.01308499351645,342.3464285714286
2020-06-19,9381.99,9453.0,9239.0,9307.0,219510.059,588538,112351.565,107158.494,40.30434646751865,338.02642857142865
2020-06-20,9307.0,9394.29,9165.0,9354.04,154462.29,425349,80710.791,73751.49900000001,40.316655003499,339.3492857142858
2020-06-21,9353.84,9420.47,9279.0,9293.51,110599.558,316619,56895.909,53703.649000000005,35.756345306086345,317.30214285714294
2020-06-22,9293.39,9795.0,9273.0,9686.99,260561.647,634767,140316.059,120245.58799999999,47.63149482888399,341.37357142857155
2020-06-23,9686.99,9723.23,9585.0,9631.66,164673.499,432869,76851.398,87822.10100000001,46.478412669665055,326.9635714285715
2020-06-24,9631.65,9678.0,9210.0,9298.4,300450.251,748649,136984.949,163465.302,36.714726385737,336.47928571428577
2020-06-25,9298.78,9350.9,9005.0,9246.75,272566.502,724717,138543.944,134022.558,49.053475029654535,295.82714285714286
2020-06-26,9246.75,9297.16,9038.52,9159.99,249348.67,682581,126311.431,123037.23900000002,40.40840948762708,292.01571428571424
2020-06-27,9159.99,9195.75,8816.4,9008.0,237840.165,635966,118398.945,119441.22,36.45948488768669,307.8371428571428
2020-06-28,9008.0,9188.0,8932.68,9114.0,153842.891,480457,81266.509,72576.382,43.27609124559656,309.21499999999986
2020-06-29,9114.01,9233.0,9022.0,9189.48,176660.525,513754,92094.713,84565.81199999999,43.041149184497975,281.25785714285706
2020-06-30,9189.99,9205.0,9063.97,9138.87,143469.832,418034,68278.846,75190.98599999999,38.294597506541486,275.25999999999993
2020-07-01,9138.88,9293.0,9090.0,9233.29,161642.185,446516,81634.131,80008.054,43.209891435464414,265.6192857142857
2020-07-02,9233.29,9262.99,8936.0,9087.72,230747.519,649904,107214.396,123533.123,41.49046452502156,273.8728571428571
2020-07-03,9087.72,9124.52,9036.06,9057.52,96947.338,334878,45864.438,51082.9,42.5852394312616,264.9057142857143
2020-07-04,9058.07,9194.0,9042.84,9137.18,100215.438,300402,50806.64,49408.797999999995,43.67732981911901,259.32499999999993
2020-07-05,9137.18,9146.35,8900.0,9071.86,139545.566,424855,63262.066,76283.5,43.55567443726631,266.8164285714286
2020-07-06,9071.87,9379.0,9058.1,9339.6,199643.828,543847,111431.517,88212.311,39.10313113633085,252.45214285714286
2020-07-07,9339.59,9380.0,9201.23,9258.51,127833.975,405928,66946.034,60887.941000000006,38.48124710603488,255.3478571428572
2020-07-08,9258.51,9470.0,9233.47,9436.08,170243.001,503111,94717.213,75525.78799999999,54.701993087715,238.81428571428583
2020-07-09,9436.08,9440.81,9164.33,9236.28,188355.856,526694,84271.829,104084.027,49.67529043983106,233.85571428571438
2020-07-10,9236.29,9317.24,9121.42,9288.39,140849.874,418173,66533.323,74316.551,54.069575800603474,229.36857142857156
2020-07-11,9288.39,9301.74,9178.91,9233.5,74976.521,268041,34905.923,40070.59799999999,57.6158761466031,211.04571428571438
2020-07-12,9233.5,9349.0,9155.0,9300.69,127841.882,369869,62954.055,64887.827,56.47487254187914,206.6657142857144
2020-07-13,9300.7,9345.0,9200.0,9241.2,136117.659,407784,63188.051,72929.60800000001,51.8138967215185,201.9514285714287
2020-07-14,9241.18,9279.0,9116.0,9254.17,129704.278,381121,61998.831,67705.44700000001,54.15339836601776,203.52071428571435
2020-07-15,9254.17,9272.56,9156.0,9197.3,104107.708,307679,47547.128,56560.58,48.66750094411569,197.3464285714286
2020-07-16,9197.75,9223.0,9044.02,9132.0,148089.45,402299,67858.966,80230.48400000001,51.743032593292426,186.77428571428572
2020-07-17,9132.0,9187.0,9087.0,9151.69,80940.584,244169,39063.858,41876.726,53.73782438536466,187.59857142857138
2020-07-18,9151.7,9210.0,9121.98,9171.8,63233.596,206354,32794.84,30438.756,51.442331727965026,183.0885714285714
2020-07-19,9171.79,9239.59,9108.0,9210.51,75554.579,243001,38551.338,37003.240999999995,55.90739052261126,174.89142857142855
2020-07-20,9210.68,9221.0,9131.01,9161.13,72429.691,245657,32696.934,39732.757000000005,40.657683972486495,158.39785714285713
2020-07-21,9161.28,9439.6,9152.62,9388.01,179211.347,515483,93179.366,86031.98100000001,55.88123092573754,166.1271428571428
2020-07-22,9388.0,9543.0,9272.0,9518.25,126598.902,417994,65342.03,61256.872,53.8993764414453,168.58928571428558
2020-07-23,9518.25,9678.32,9439.86,9604.41,166990.147,566970,81460.964,85529.18299999999,69.58159129352437,165.87357142857127
2020-07-24,9604.41,9650.0,9470.0,9539.7,133975.068,531836,63967.088,70007.98,63.19087960192744,164.7435714285713
2020-07-25,9539.7,9735.1,9526.31,9701.49,133377.589,517523,66055.303,67322.28600000001,72.08562610312508,170.88357142857134
2020-07-26,9701.54,10300.0,9655.2,9939.69,261998.786,811567,132891.296,129107.48999999999,75.9650548557497,203.0835714285713
2020-07-27,9939.68,11488.0,9928.61,11047.58,744752.4,2085818,380222.453,364529.94700000004,89.63271753916362,304.1114285714284
2020-07-28,11047.58,11270.0,10580.0,10919.94,499486.679,1527878,243655.645,255831.034,84.79676800762043,341.7542857142856
2020-07-29,10919.94,11364.8,10844.34,11113.03,356188.761,1016186,176819.81,179368.951,87.86341949331766,370.60428571428554
2020-07-30,11113.01,11195.52,10826.55,11111.96,230327.988,705335,111066.508,119261.48000000001,90.15233861678479,384.1749999999999
2020-07-31,11111.97,11450.42,10971.78,11343.68,307399.731,843301,155727.416,151672.31500000003,90.93214420430309,411.22071428571417
2020-08-01,11343.67,11887.45,11201.0,11811.42,386322.642,1058421,187510.85,198811.792,92.2309469413353,453.96571428571417
2020-08-02,11811.43,12154.25,10490.0,11079.72,492803.351,1353476,232883.459,259919.89200000002,74.47756933222632,563.4414285714284
2020-08-03,11080.7,11483.0,10923.0,11227.07,238654.591,698614,113586.768,125067.82299999999,76.3769796076789,597.0135714285714
2020-08-04,11227.07,11427.38,11025.0,11200.05,200044.934,628935,91250.173,108794.76100000001,74.37949369268522,605.2564285714285
2020-08-05,11200.06,11798.56,11103.0,11752.5,263510.011,770746,127718.099,135791.912,76.99328022268774,635.5821428571427
2020-08-06,11752.5,11916.02,11571.78,11770.56,236459.595,701917,110128.066,126331.529,76.60836815766392,643.137857142857
2020-08-07,11769.97,11920.0,11318.93,11596.06,273935.127,861575,126930.385,147004.74199999997,74.59631311270695,673.2142857142856
2020-08-08,11596.26,11819.0,11513.69,11765.72,154707.303,578295,73299.635,81407.66800000002,74.64405015173979,680.1085714285712
2020-08-09,11765.72,11811.0,11526.9,11685.99,125463.463,506961,58963.655,66499.808,71.66829626614914,654.3442857142855
2020-08-10,11685.99,12100.0,11384.9,11896.89,290418.014,911232,138899.093,151518.92100000003,63.5558620073229,594.0378571428571
2020-08-11,11896.86,11944.0,11127.0,11392.64,336861.638,1084362,156502.461,180359.17699999997,56.735076540789436,603.1092857142856
2020-08-12,11392.64,11630.0,11140.0,11568.36,213799.491,757273,102352.766,111446.725,56.51985898673203,600.9335714285714
2020-08-13,11568.37,11798.0,11272.0,11790.0,248214.725,885018,118969.247,129245.478,59.13199943972159,612.1499999999999
2020-08-14,11790.0,11868.42,11644.6,11767.89,159019.959,584032,75682.922,83337.037,56.055246757621674,593.9485714285713
2020-08-15,11767.89,11993.58,11682.0,11859.04,222262.987,785891,105834.035,116428.95199999999,50.761617790060924,567.1721428571427
2020-08-16,11858.91,11945.0,11688.0,11921.23,165733.721,639729,76667.848,89065.87299999999,67.12662767174251,466.65428571428555
2020-08-17,11921.32,12499.42,11780.0,12298.06,331435.112,1161367,161447.129,169987.98300000004,69.93496413162038,478.0414285714284
2020-08-18,12298.06,12403.0,11810.0,11960.79,291349.888,981973,132683.109,158666.77899999998,62.693978895096244,491.6571428571428
2020-08-19,11962.03,12037.05,11574.78,11763.87,313267.066,1046341,148727.263,164539.80299999999,50.21526507707514,474.9935714285713
2020-08-20,11763.88,11888.0,11676.03,11857.92,130981.044,543754,61692.133,69288.911,51.607702839980576,465.5457142857141
